mean,sd,hdi_5.5%,hdi_94.5%,mcse_mean,mcse_sd
0.05981,0.06343,-0.04895,0.14905,0.00205,0.00156
-0.09674,0.06144,-0.20975,-0.01184,0.00152,0.00162
0.05469,0.06384,-0.05191,0.14968,0.00171,0.00156
0.01067,0.06409,-0.09437,0.10508,0.00159,0.00239
0.00151,0.06553,-0.11556,0.09532,0.00164,0.00244
0.03084,0.06455,-0.07335,0.1289,0.00187,0.00202
-0.04844,0.06732,-0.16815,0.04645,0.00174,0.00177
0.01129,0.0609,-0.07832,0.11792,0.00165,0.00187
0.04488,0.06841,-0.06373,0.14955,0.00156,0.00206
-0.05025,0.06479,-0.15085,0.05004,0.00182,0.00174
0.04249,0.06685,-0.06644,0.14408,0.00193,0.00168
0.18755,0.06698,0.08808,0.29306,0.00168,0.00123
0.03038,0.06528,-0.08611,0.12442,0.00229,0.00191
